,id,Unnamed: 0,bot,description,probe_timestamp,created_at,lang,protected,verified,geo_enabled,default_profile,followers_count,friends_count,listed_count,favourites_count,statuses_count,source
25,99580679,42689,human,Community  Advocate,Tue Nov 06 21:05:32 2018,Sat Dec 26 21:46:50 2009,en,False,0.0,0.0,0.0,5443,5957,280,8271,90105,midterm_18
26,519607514,43957,human,"#DairyFree #Vegan Influencer +
Milk Allergy +
Brand Marketer/Ambassador,Freelance Writer for Hire

⭐Named Top 50 DairyFree Blog⭐
    ❤Cats Big&Small",Tue Nov 06 17:47:19 2018,Fri Mar 09 16:14:06 2012,en,False,0.0,1.0,1.0,2479,2202,283,33996,36532,midterm_18
27,73718254,44735,human,"#Author, #Editor, & Founder Of @FreeEagleStu • American Liberal • Anti-Theist • Anti-SJW • Grab my books here: http://www.freeeaglestudios.com/books/",Tue Nov 06 20:08:33 2018,Sat Sep 12 19:43:30 2009,en,False,0.0,0.0,0.0,1985,1336,39,2615,9461,midterm_18
28,25801216,44173,human,"Performer, Writer, Co-Host of @BrewedInNY for PBS. Co-Founder of @TheAWParty",Tue Nov 06 18:21:46 2018,Sun Mar 22 09:31:00 2009,en,False,0.0,0.0,0.0,6049,6150,123,80398,24427,midterm_18
29,36978467,1084,human,"New York State Senator representing Manhattan's Midtown and East Side communities. Chair, Senate Finance Committee.",Wed Jun 05 20:57:56 +0000 2019,Fri May 01 16:21:57 +0000 2009,,False,1.0,1.0,0.0,11800,1366,402,94,3849,verified_2019
30,524733591,1402,human,Progressive. Advocate. Mother. Former Planned Parenthood Policy Director. Attorney.,Wed Jun 05 18:42:42 +0000 2019,Wed Mar 14 21:11:19 +0000 2012,,False,1.0,1.0,0.0,6522,888,168,441,5602,verified_2019
31,15080288,1754,human,"WCCB, Charlotte's CW is your source for news, sports, weather & entertainment. *If you mention us you consent to WCCB using your content.",Thu Jun 06 00:00:16 +0000 2019,Wed Jun 11 01:54:48 +0000 2008,,False,1.0,1.0,0.0,82123,1466,1123,2869,170594,verified_2019
32,15593696,1128,human,"#BreakingNews, #VegasTraffic, #VegasWeather, #WeatherNOW, #8OnYourSide, #ITEAM8, #Sports8 and more from the CBS affiliate in Las Vegas. #8NN",Tue Jan 22 00:07:12 +0000 2019,Fri Jul 25 03:39:39 +0000 2008,en,False,1.0,1.0,0.0,229129,1948,1564,5540,125856,gilani_2017
33,198022427,47945,human,Don't you steal my sunshine. IG: smileforme_sara,Tue Nov 06 11:45:05 2018,Sat Oct 02 23:43:45 2010,en,,0.0,1.0,0.0,182,252,38,1617,4289,midterm_18
34,287476206,45904,human,"Buenos Aires, Argentina.☀️ Lupus fighter. 💜 Chinchilla and puppy mommy.🐭🐶 Hilton College Alum.❤️🐾",Tue Nov 06 16:43:55 2018,Mon Apr 25 02:23:55 2011,en,False,0.0,1.0,0.0,169,124,4,9295,11641,midterm_18
35,15850297,935,human,"Get the Austin Edge 24/7 from FOX 7 NEWS on air, online & on Facebook. Click here to LIKE us, https://t.co/DXIOxyEXvr.",Wed Jun 05 23:30:00 +0000 2019,Thu Aug 14 13:47:58 +0000 2008,,False,1.0,1.0,0.0,123272,648,1770,10973,163184,verified_2019
36,1496971,1908,human,"Delivering viral content that is laced in humor & fun, while engaging and offering insight into lives and cultures around the world. Tell your friends about us!",Wed Jun 05 23:07:52 +0000 2019,Mon Mar 19 12:22:54 +0000 2007,,False,1.0,1.0,0.0,401108,2011,3529,46251,186237,verified_2019
37,167704836,270,human,"beIN Sports correspondent, CNN/ former Gazzetta dello Sport contributor, https://t.co/UIJZFHrzL3 Italian by birth. Sicilian by the grace of God",Wed Jun 05 22:13:33 +0000 2019,Sat Jul 17 07:54:42 +0000 2010,,False,1.0,1.0,1.0,178441,2054,2718,5697,165638,verified_2019
38,14957147,1158,human,Hosted by @CenkUygur & @AnaKasparian. Watch #TYTLive weeknights at 6pm eastern  https://t.co/IiyyhHmpyp,Thu Jun 06 00:32:28 +0000 2019,Fri May 30 19:07:59 +0000 2008,,False,1.0,1.0,0.0,365372,10618,6032,11171,83718,verified_2019
39,1267809806,46295,human,The wit and humor of Hawkeye Pierce mixed with the brains and healthy skepticism of Dr. Cox. Slytherin 🐍#FOAMed 🏳️‍🌈,Tue Nov 06 13:19:50 2018,Thu Mar 14 19:28:56 2013,en,False,0.0,1.0,1.0,1759,981,55,16854,24422,midterm_18
40,2617776859,44857,human,I am hilarious and you will quote everything I say.,Tue Nov 06 20:29:22 2018,Fri Jul 11 17:51:56 2014,en,False,0.0,1.0,1.0,115,334,0,24298,4390,midterm_18
41,24550000,656,human,Reporter with @CTVVancouver. Profile photos: @3oh6 Email: breanna.karstens-smith@bellmedia.ca,Sat Jun 01 18:21:57 +0000 2019,Sun Mar 15 17:01:15 +0000 2009,,False,0.0,1.0,0.0,5880,1087,169,255,14035,verified_2019
42,33832951,46340,human,"Artist, Educator, Social Justice Advocate and Tina Turner fan. Opinions expressed are solely my own and do not represent any other entity.",Tue Nov 06 13:28:08 2018,Tue Apr 21 06:25:32 2009,en,False,0.0,1.0,0.0,405,494,15,6767,7731,midterm_18
43,2551758512,49855,human,Founder and Lead Educator @ExpDalScience & #SidewalkScienceCenter 💡 Futuristic science-fiction author 📚 #Scicomm #SciEngage ⚛️,Tue Nov 06 18:13:18 2018,Sat Jun 07 00:45:28 2014,en,,0.0,1.0,0.0,888,787,92,8706,7725,midterm_18
44,29948870,45860,human,Tweets ≠ workplace view; Taiwanese-American🇺🇸🇹🇼 ; LAHS 。 UCLA 。 FC 。 USC '20; Centrist; pianist & musician. #IFollowBack; Not affiliated w/ @KeepTaiwanFree_,Tue Nov 06 16:36:11 2018,Thu Apr 09 08:42:18 2009,en,False,0.0,1.0,0.0,2932,4362,35,15201,40884,midterm_18
45,24740039,1796,human,"The official Twitter feed for https://t.co/OqmH2k4max, the world's leading digital dictionary. Home to #WordOfTheDay and place to indulge your inner #WordNerd.",Wed Jun 05 23:56:50 +0000 2019,Mon Mar 16 18:20:11 +0000 2009,,False,1.0,0.0,1.0,370274,219,5215,7365,24032,verified_2019
46,16247383,49559,human,ABC13 is Houston's news leader. Your number one source for breaking news 24 hours a day/7 days a week.,Tue Nov 06 17:22:14 2018,Thu Sep 11 16:45:55 2008,en,,1.0,1.0,0.0,728495,1980,3172,12098,283325,midterm_18
47,137458405,42591,human,Sucker Free Since '73.,Tue Nov 06 20:53:20 2018,Mon Apr 26 20:28:41 2010,en,False,0.0,1.0,0.0,643,415,67,9996,22768,midterm_18
48,224495471,182,bot,Independent news + analysis from the sharpest academic minds. Monthly audience: 10.6 users onsite + 37m through creative commons republication.,Mon Jan 21 22:12:35 +0000 2019,Thu Dec 09 04:36:36 +0000 2010,en,False,1.0,1.0,0.0,151826,4978,2888,4161,62057,gilani_2017
49,24036264,962,human,"The #1 source for the hottest hip-hop songs, mixtapes, videos & news!!",Thu Jun 06 00:04:02 +0000 2019,Thu Mar 12 21:02:26 +0000 2009,,False,1.0,1.0,0.0,1101541,1378,4977,1521,285335,verified_2019
50,2581857086,232,human,We share news and views,Wed Jun 05 16:30:00 +0000 2019,Sun Jun 22 08:26:51 +0000 2014,,False,1.0,0.0,0.0,49998,195,217,967,143199,verified_2019
51,13691782,696,human,"Aerospace and science editor @GeekWire. Longtime blogger @CosmicLog. Author of ""The Case for Pluto."" Links/RTs ≠ endorsements",Wed Jun 05 23:06:09 +0000 2019,Tue Feb 19 21:54:28 +0000 2008,,False,1.0,1.0,1.0,36040,3060,1654,281,40342,verified_2019
52,3087504287,49696,human,"Senior Medical Director @WebMD | Host of the 1 min Medscape #MorningReport | Internal Medicine Doc | For Me, It's About Health, Books, & Travel",Tue Nov 06 17:45:54 2018,Wed Mar 11 16:00:07 2015,en,,0.0,1.0,0.0,1912,2051,63,1971,4354,midterm_18
53,141196828,43986,human,"Dude                                        


 (all opinions are my own)",Tue Nov 06 17:51:17 2018,Fri May 07 12:21:17 2010,en,False,0.0,1.0,1.0,7036,4726,104,190312,88422,midterm_18
54,18538525,1509,human,a-blah nari|my nephew/intern tweets for me|blessed to be followed by PM(Paneer Mattar)|parody (of herself) acc.|Unrelateable content| tshirts on @thesouledstore,Mon Jan 21 16:11:57 +0000 2019,Thu Jan 01 22:55:33 +0000 2009,en,False,1.0,1.0,0.0,382832,2941,619,29847,104825,gilani_2017
55,3062262691,44773,human,"#Dem 💙 #Resist 💙 #Introvert 💙 #Atheist 💙 #InpatientRehab 💙 #OccupationalTherapy                                                  
💜 animals & rustic stuff",Tue Nov 06 20:15:12 2018,Thu Mar 05 05:09:25 2015,en,False,0.0,0.0,1.0,10558,10432,16,32159,17016,midterm_18
56,158502985,1115,human,Information and updates from southern Saskatchewan from the hardworking journalists and photographers who make up the Global Regina Newsroom!,Wed Jun 05 22:31:22 +0000 2019,Tue Jun 22 21:56:09 +0000 2010,,False,1.0,1.0,0.0,53525,964,389,988,92209,verified_2019
57,2324594156,47755,human,"Inquisitive; Unapologetically Democratic; Law-abiding, true crime junkie. #TheResistance",Tue Nov 06 11:02:30 2018,Sun Feb 02 20:23:36 2014,en,,0.0,1.0,1.0,4850,4609,86,111281,131106,midterm_18
58,1390320662,48820,human,"Living life at 6,253’",Tue Nov 06 14:55:31 2018,Mon Apr 29 15:46:15 2013,en,,0.0,1.0,0.0,543,999,10,32392,14022,midterm_18
59,973005421,797,human,"National newspaper journalist, cook, proud swivel-eyed loon and expounder of views which are all my own. RT not necessarily an endorsement. Scotland for ever!",Wed Jun 05 22:27:27 +0000 2019,Tue Nov 27 00:53:26 +0000 2012,,False,1.0,1.0,0.0,5627,1700,233,1906,47429,verified_2019
60,357051601,46661,human,Northampton Co. Reporter @PBS39News 🌎 | Former Harrisburg TV & Philly Public Radio | Philly Girl 🦅💚 | @TempleUniv Alum🦉❤️ | Volunteer ☮️ | Vegetarian🌱,Wed Nov 07 01:31:21 2018,Wed Aug 17 19:31:48 2011,en,False,0.0,1.0,0.0,1714,1515,46,900,3244,midterm_18
61,45502121,46683,human,Las Vegas Cabbie. #MAGA 🇺🇸 1/1024th positive I’ll mute you. | https://facebook.com/falconsays 🙋🏻❤️🌵  https://gab.ai/falconsays 🌴,Wed Nov 07 01:43:59 2018,Mon Jun 08 04:45:17 2009,en,False,0.0,0.0,0.0,1372,322,69,7353,15413,midterm_18
62,19890945,49092,human,• Equality • Padres • Raider Nation • Vegan • Hanging out on the Left • #FBR • Nov 6 ballot returned- #VotedBlue •,Tue Nov 06 15:50:00 2018,Sun Feb 01 22:19:59 2009,en,,0.0,1.0,0.0,2530,2117,48,72101,51918,midterm_18
63,38531995,47169,human,Cardiac Surgeon and Host of The Dr. Oz Show,Tue Nov 06 07:57:16 2018,Thu May 07 18:20:44 2009,en,,1.0,1.0,0.0,4193906,289,20713,162,10146,midterm_18
64,87353286,44418,human,"Karaoke,Theatre,TV,Film,Books,Superheroes,Sports,Smiles,Hugs,Hi5s,Massage,Nerd,Tea,Cheese LOVER! (FX TV Publicist. Personal Acct. All tweets my own opinion!)",Tue Nov 06 19:11:43 2018,Wed Nov 04 03:23:08 2009,en,False,0.0,0.0,0.0,4740,4779,131,46677,19161,midterm_18
65,1046494638,44792,human,#Author of #Novels | #Writer of #Commentary | #Composer | #MOKANA | #Vasher | @MountainBottom |@CreatingStory,Tue Nov 06 20:17:45 2018,Sun Dec 30 01:38:59 2012,en,False,0.0,0.0,0.0,373,428,8,100,2436,midterm_18
66,258378920,45435,human,"Wife, mom, curious",Tue Nov 06 15:26:34 2018,Sun Feb 27 15:57:22 2011,en,False,0.0,0.0,0.0,142,673,2,12239,2689,midterm_18
67,15219854,43631,human,"Adora, Bob & Wren’s mom | @nbcwashington anchor | @todayshow contributor| #neverdecaf always | #NORAGRETS Not even a single letter",Tue Nov 06 23:42:37 2018,Tue Jun 24 14:22:52 2008,en,False,1.0,1.0,0.0,56745,18388,1453,61047,85342,midterm_18
68,15461608,551,human,"#ReachHigher at UCCS, a regional research university, part of the world-renowned University of Colorado system, located near the foothills of Pikes Peak.",Wed Jun 05 15:03:48 +0000 2019,Thu Jul 17 00:02:07 +0000 2008,,False,1.0,1.0,0.0,10402,432,149,7225,7851,verified_2019
69,16639736,1852,human,The place to get the latest Nashville & Middle Tennessee news. Questions/news tips? 📨digital@tennessean.com,Wed Jun 05 23:28:02 +0000 2019,Wed Oct 08 00:08:44 +0000 2008,,False,1.0,1.0,0.0,280591,4232,2728,6088,179550,verified_2019
70,92174767,910,bot,"The Official Twitter news feed of DZMM Radyo Patrol 630, DZMM TeleRadyo and http://t.co/dGWvKzLl9n. Like us on Facebook: http://t.co/LyZoBw5CIn",Mon Jan 21 23:03:19 +0000 2019,Tue Nov 24 02:03:16 +0000 2009,en,False,0.0,0.0,0.0,1271036,152,1872,509,371594,gilani_2017
71,24383198,46979,human,A German Girl in a Small Town!  Momma Bear to Tony🖌 & Aaron 🥁! 💕 Honesty & Loyalty are my mottos!  Books📚 & Music 🎶 speaks to my soul!,Wed Nov 07 00:52:27 2018,Sat Mar 14 15:33:15 2009,en,False,0.0,1.0,0.0,329,1394,3,5812,6339,midterm_18
72,302786232,47959,human,"Small town political figure, satirist, philosopher, writer, foodie and beer snob. Lover of all things Detroit.   Warning: Posts made here may offend you.",Tue Nov 06 11:47:35 2018,Sat May 21 15:09:39 2011,en,,0.0,1.0,0.0,124,111,1,16350,6844,midterm_18
73,1100927498,907,bot,"Official Twitter account of DD News, the Public Broadcaster of India.   हिंदी में @DDNewsHindi.

Follow us on- https://t.co/yCp3sSJSJY",Mon Jan 21 22:30:00 +0000 2019,Fri Jan 18 13:04:45 +0000 2013,en,False,1.0,1.0,0.0,2408524,35,2278,51,135245,gilani_2017
74,14613023,42693,human,"Thriller & Horror author 📚 
*new release* TEETH now available... https://www.amazon.com/gp/product/B07FXVPFHF",Tue Nov 06 21:06:15 2018,Thu May 01 11:20:46 2008,en,False,0.0,0.0,0.0,2421,361,90,1645,21108,midterm_18
75,29336037,45279,human,"I help executives, entrepreneurs, & leaders optimize mindset & human performance. CNN, CNBC, NY Pᴏsᴛ, CBS, more. https://t.co/NQz9xzRxhV: 37 mil+ views.🏁600hp SL55 #AMG",Tue Nov 06 15:03:12 2018,Tue Apr 07 00:19:02 2009,en,False,1.0,1.0,0.0,82343,81583,1163,20397,51983,midterm_18
76,25178222,771,human,"Chicago native exiled in Maine. Non-profit extraordinaire, ED @CCIBoston. Writer/Blogger, Race warrior,Wild woman,Yogi and Raconteur. https://t.co/6hUBm0Ak9U",Thu Jun 06 00:16:02 +0000 2019,Wed Mar 18 23:04:59 +0000 2009,,False,1.0,0.0,0.0,17724,1887,486,59545,255174,verified_2019
77,2795615241,44491,human,"Sequester Season 1, My Weekly Meltdown",Tue Nov 06 19:27:36 2018,Tue Sep 30 17:17:43 2014,en,False,0.0,1.0,0.0,2244,1376,65,103111,59319,midterm_18
78,11178672,1476,human,"Pursuing communication progress on a finite, fast-forward, noisy planet.The rest? Family, friends, books https://t.co/DmavG57ihz, songs https://t.co/7Jew6ToJxQ",Thu Jun 06 00:52:10 +0000 2019,Fri Dec 14 21:43:43 +0000 2007,,False,1.0,1.0,0.0,84259,8950,4248,25442,54580,verified_2019
79,18532867,328,human,"Chair, #Immigration Law https://t.co/7G4ioThxoN; Counsel, DHS Watch; fmr President & Gen Counsel @AILANational. Opinions @cnn @msnbc @foxnews @medium. #photographer",Wed Jun 05 19:02:34 +0000 2019,Thu Jan 01 18:42:26 +0000 2009,,False,1.0,0.0,0.0,16728,802,476,5337,35716,verified_2019
80,335912274,45013,human,Coffee addict. Craft beer fanatic. Marketer. Michigander.,Tue Nov 06 14:20:41 2018,Fri Jul 15 13:02:20 2011,en,False,0.0,1.0,0.0,911,976,87,4082,5767,midterm_18
81,398877566,49400,human,@abc7 Eyewitness News Weather,Tue Nov 06 16:50:17 2018,Wed Oct 26 13:34:52 2011,en,,0.0,1.0,0.0,6057,187,101,1077,8230,midterm_18
82,405148385,45570,human,"The Chronicle/NCClinked is the student news operation for @northcentralcol, a private liberal arts college in suburban Chicago. @chroniclencc",Tue Nov 06 15:44:17 2018,Fri Nov 04 22:43:49 2011,en,False,0.0,1.0,0.0,760,252,21,997,3519,midterm_18
83,18645342,43151,human,Progressive Leadership Alliance of Nevada. Founded by Nevada activists. Fighting to put people and planet first since 1994. The resistance will be live-tweeted!,Tue Nov 06 18:24:02 2018,Mon Jan 05 20:48:38 2009,en,False,0.0,1.0,0.0,5982,4295,195,1200,18285,midterm_18
84,285770112,45242,human,how is there no footage of Kardashian farts?,Tue Nov 06 14:57:41 2018,Thu Apr 21 19:10:53 2011,en,False,0.0,1.0,0.0,243,470,7,791,6717,midterm_18
85,20341657,1217,human,"EUCCTI Rapporteur | Social Security & Poverty Policy Panel | Chair @WelfareScotland | Memb. Equality Council |
ScotParl CPG #ChronicPain | Header by @raiphsays",Wed Jun 05 23:12:20 +0000 2019,Sat Feb 07 23:52:46 +0000 2009,,False,1.0,1.0,0.0,66941,49986,936,115509,30143,verified_2019
86,543668683,45550,human,"#resist ✊ #voteblue 💙 #SWATT  #strongertogether #fbr ❄️ Follow all Resisters 
#Bucs #Lightning",Tue Nov 06 15:40:46 2018,Mon Apr 02 19:25:58 2012,en,False,0.0,1.0,1.0,4963,5262,2,21150,814,midterm_18
87,3938402536,43333,human,"Entertaining the masses, infuriating the small-minded.",Tue Nov 06 22:46:25 2018,Mon Oct 12 15:47:11 2015,en,False,0.0,0.0,0.0,3589,568,26,4844,5276,midterm_18
88,9609372,394,bot,Queensland's number one news source. Proudly Maroon. Subscribe https://t.co/t3KgkplPEi; Newsletter https://t.co/9504YQzp6L,Mon Jan 21 23:52:29 +0000 2019,Mon Oct 22 23:36:14 +0000 2007,en,False,1.0,1.0,0.0,146204,1149,1413,1120,133744,gilani_2017
89,36945619,46967,human,"Reporter/Anchor for Fox 5 San Diego, I sent out tweets daily about the top stories happening in #SanDiego, nationally, or even ones that just catch my eye!",Wed Nov 07 00:47:45 2018,Fri May 01 13:49:41 2009,en,False,1.0,1.0,0.0,4200,581,148,951,7892,midterm_18
90,1033028106,114,bot,"Making independent horror movies and psychological thrillers with great stories, complex characters, and lots of twists! Find our 10 features on our website!",Sun Jan 20 05:00:34 +0000 2019,Mon Dec 24 16:41:57 +0000 2012,en,False,0.0,0.0,0.0,92035,92046,685,5625,20364,gilani_2017
91,21890177,574,human,WGN Weekend AM Anchor and Reporter. Dream big dreams then make them happen one step at a time. r/t not endorsement,Fri May 31 16:58:33 +0000 2019,Wed Feb 25 17:23:06 +0000 2009,,False,1.0,1.0,0.0,14088,1760,105,1682,2366,verified_2019
92,2768922304,2143,human,FDREleanorRooseveltMollyIvinsMadeleineAlbrightMarkTwain HarryTrumanAnnRichardsHillaryClintonJFKMalala BarackObama ChaneyGoodman&Schwerner GabbyGiffordsMLKLBJ,Tue Jan 22 00:36:33 +0000 2019,Sat Sep 13 13:24:42 +0000 2014,en,False,0.0,0.0,1.0,2596,3775,174,242675,240072,gilani_2017
93,3250521481,1341,human,"IG: @renelsfvoyce SF Giants PA Announcer, retired radio (KMEL, KISS-FM, KBLX), born in Oaktown, Oakland Raiders die-hard, champagne lover, Beyoncé worshipper",Tue May 21 22:53:27 +0000 2019,Sat Jun 20 07:53:50 +0000 2015,,False,1.0,0.0,1.0,5572,423,75,3354,3516,verified_2019
94,20578408,1080,human,"The official Twitter feed from Gulf News, the UAE's biggest selling English language newspaper.",Wed Jun 05 23:20:20 +0000 2019,Wed Feb 11 08:21:32 +0000 2009,,False,1.0,1.0,0.0,891833,218,3296,145,197950,verified_2019
95,21865402,148,human,Journalist/Licensed CA PI/@WCCO 34 yrs/KSBY 4 years/#FindJodi Bio:https://t.co/pZhNdiCgpG,Wed Jun 05 17:20:31 +0000 2019,Wed Feb 25 13:36:20 +0000 2009,,False,1.0,1.0,0.0,2261,3130,75,1312,4614,verified_2019
96,38206864,46136,human,"IF YOU CAN’T BE CIVIL, DON’T BE HERE. #SpeakUp |#Protest |#Vote |#DumpTrump |Action Speaks Louder Than Tweets!",Tue Nov 06 12:12:26 2018,Wed May 06 15:45:57 2009,en,False,0.0,0.0,0.0,1051,3029,0,914,3805,midterm_18
97,96675300,47142,human,"NBC News & @MSNBC Legal Analyst, Henry Cohen Prof @MilanoSchool, SVP for Social Justice @TheNewSchool. Views expressed are my own.",Tue Nov 06 07:46:47 2018,Sun Dec 13 21:27:55 2009,en,,1.0,0.0,1.0,71007,3071,896,6846,19973,midterm_18
98,188006317,445,human,"City/county news chaser for @WMCActionNews5 #NBC/#Memphis. MBA student @uofmemphis. 901 native, @utjem alum, always on deadline. Story Tips? kdowning@wmctv.com",Wed Jun 05 22:04:07 +0000 2019,Tue Sep 07 18:11:28 +0000 2010,,False,1.0,1.0,0.0,3639,3283,135,4589,21891,verified_2019
